,WorfClass_cat_Private,Education NumCat_Medium,Education NumCat_High,AgeCat_Young,AgeCat_Middle_aged,Hours/WeekCat_Medium,Hours/WeekCat_High,Marital Status_cat_Single,Marital Status_cat_married,Occupa_cat_Highskill,Occupa_cat_Lowskill,Relationship_ Husband,Relationship_ Not-in-family,Sex_ Female,Sex_ Male
461,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
462,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
463,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True
464,True,False,True,True,False,False,False,True,False,False,True,False,True,True,False
465,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False
466,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True
467,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
468,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
469,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False
470,True,True,False,False,False,True,False,True,False,True,False,False,False,False,True
472,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True
473,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True
474,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False
475,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False
476,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True
477,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
478,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True
479,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False
480,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
481,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True
482,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True
483,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False
485,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False
487,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True
488,False,False,True,False,True,True,False,True,False,True,False,False,False,True,False
489,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
490,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False
491,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True
492,True,False,True,False,True,False,True,True,False,True,False,False,True,True,False
493,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False
494,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True
495,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
496,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
497,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True
498,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False
500,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
501,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True
502,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
503,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False
504,True,False,True,True,False,True,False,True,False,False,True,False,True,True,False
505,True,False,True,True,False,True,False,True,False,True,False,False,True,False,True
506,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True
507,True,True,False,False,True,True,False,False,True,True,False,True,False,False,True
508,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
509,True,True,False,False,True,True,False,True,False,False,True,False,False,True,False
510,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True
512,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True
513,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
514,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True
516,True,True,False,True,False,False,False,True,False,False,True,False,True,True,False
519,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
520,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True
521,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True
522,False,True,False,True,False,False,True,True,False,False,True,False,True,False,True
523,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
524,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True
525,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False
526,True,False,True,False,True,True,False,False,True,True,False,True,False,False,True
527,True,True,False,False,False,False,False,True,False,False,True,False,True,True,False
528,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
529,False,False,True,False,True,True,False,False,True,True,False,True,False,False,True
530,True,True,False,False,True,False,True,True,False,False,True,False,False,True,False
531,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
532,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
533,True,False,True,False,True,False,True,False,True,True,False,False,False,True,False
534,True,False,True,False,False,False,True,False,True,True,False,True,False,False,True
535,False,True,False,False,True,False,True,False,True,False,True,True,False,False,True
536,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False
537,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
538,False,False,True,False,True,False,True,True,False,False,True,False,True,True,False
540,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
541,True,False,True,True,False,True,False,True,False,True,False,False,False,False,True
542,True,True,False,True,False,True,False,True,False,False,True,False,False,True,False
543,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True
544,True,True,False,True,False,False,True,False,True,False,True,True,False,False,True
545,True,True,False,False,True,False,True,True,False,False,True,False,True,True,False
546,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
547,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True
548,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
549,True,True,False,True,False,True,False,True,False,False,True,False,False,False,True
550,False,True,False,False,True,False,True,True,False,True,False,False,True,False,True
551,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
552,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False
553,True,True,False,False,True,True,False,False,True,False,True,False,False,True,False
554,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False
555,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False
556,True,True,False,False,True,True,False,False,True,False,True,True,False,False,True
558,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False
559,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True
